index,object_id,category,embedding_caption_before_manual_judgement,present_attributes_before_manual_judgement,contact_sheet
436,04379243_10e7056ac077a0f54a111702084d37d7,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_10e7056ac077a0f54a111702084d37d7.png
437,04379243_10ed64b4c7eb6d9311ee7ca4f000feba,table,"A table with single main body, boxy volume, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_10ed64b4c7eb6d9311ee7ca4f000feba.png
438,04379243_10f0753ae756fe489c0c9824ccd078be,table,"A table with single main body, flat horizontal surface, distinct seat, and four or more legs. Reconstruction-relevant geometry includes slats and perforations or holes.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_distinct_seat; has_four_or_more_legs; has_slats; has_perforations_or_holes,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_10f0753ae756fe489c0c9824ccd078be.png
439,04379243_10f1b51f2207766ff11c3739edd52fa3,table,"A table with single main body, boxy volume, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_10f1b51f2207766ff11c3739edd52fa3.png
440,04379243_10f3c10837232428c3bd24f986301745,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_10f3c10837232428c3bd24f986301745.png
441,04379243_10fbf670bb017ec94ebb593f0d0b4581,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_10fbf670bb017ec94ebb593f0d0b4581.png
442,04379243_10ff43e8fb49af1719fb4103277a6b93,table,"A table with single main body, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_10ff43e8fb49af1719fb4103277a6b93.png
443,04379243_11084af510183635ee56c4ac0904ebb,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_11084af510183635ee56c4ac0904ebb.png
444,04379243_11103f4da22fe6604b3c42e318f3affc,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes slats and perforations or holes.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_slats; has_perforations_or_holes,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_11103f4da22fe6604b3c42e318f3affc.png
445,04379243_111df730a9d3f2a8eab46ab0515e8186,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_111df730a9d3f2a8eab46ab0515e8186.png
446,04379243_114377fc17eceaae3e12d7ebda60f8f,table,"A table with single main body, boxy volume, and flat horizontal surface.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_114377fc17eceaae3e12d7ebda60f8f.png
447,04379243_114520b78a1726cf86de8d6734d81fc9,table,"A table with single main body, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_114520b78a1726cf86de8d6734d81fc9.png
448,04379243_114a39da3b4bf118d42ec7e303174a87,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_114a39da3b4bf118d42ec7e303174a87.png
449,04379243_114a55b4647938cee3dff0d5ebb43915,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes slats.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_slats,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_114a55b4647938cee3dff0d5ebb43915.png
450,04379243_114d3d770d9203fbec82976a49dc,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_114d3d770d9203fbec82976a49dc.png
451,04379243_114d59f2e865eee630bbd4cddd04c77b,table,"A table with single main body, boxy volume, and flat horizontal surface.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_114d59f2e865eee630bbd4cddd04c77b.png
452,04379243_11520534ea9a889c7d36177f6cb74069,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_11520534ea9a889c7d36177f6cb74069.png
453,04379243_1161ca9bbd655ca17b431cae0dd70ed,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_1161ca9bbd655ca17b431cae0dd70ed.png
454,04379243_1164897f678f3bd627e98d0f3d735480,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_1164897f678f3bd627e98d0f3d735480.png
455,04379243_119819c15bec2e1e299457639cc3cfe3,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_119819c15bec2e1e299457639cc3cfe3.png
456,04379243_119a538325398df617b2b37d6988a89b,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_119a538325398df617b2b37d6988a89b.png
457,04379243_11a1bb35960f02d83dc1643807625350,table,"A table with single main body, boxy volume, flat horizontal surface, armrests, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_11a1bb35960f02d83dc1643807625350.png
458,04379243_11a559d19457ea3950cf3715818ccfe8,table,"A table with single main body, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_11a559d19457ea3950cf3715818ccfe8.png
459,04379243_11ac24d90fbc20bc5d714c9d7df1c4ed,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_11ac24d90fbc20bc5d714c9d7df1c4ed.png
460,04379243_11aeb1b72f433cac279f06792ea23384,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes slats.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_slats,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_11aeb1b72f433cac279f06792ea23384.png
461,04379243_11aee78983b57cb34138477d68528833,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_11aee78983b57cb34138477d68528833.png
462,04379243_11b110b37b1cbfd6bdfce662c3df88af,table,"A table with single main body, flat horizontal surface, four or more legs, and central support.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs; has_pedestal_or_central_support,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_11b110b37b1cbfd6bdfce662c3df88af.png
463,04379243_11bf776fe946cb7af897d07ebee05db5,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes thin supports and cross braces or bars.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_11bf776fe946cb7af897d07ebee05db5.png
464,04379243_11c16f6a5fbedf4213c3458a0fe5598,table,"A table with single main body, flat horizontal surface, four or more legs, and central support.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs; has_pedestal_or_central_support,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_11c16f6a5fbedf4213c3458a0fe5598.png
465,04379243_11c192ef34f5dea0a1bc88a716ad63b2,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_11c192ef34f5dea0a1bc88a716ad63b2.png
466,04379243_11cd9cbf28d3918f1b17743c18fb63dc,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_11cd9cbf28d3918f1b17743c18fb63dc.png
467,04379243_11cdaf2939502622815a10e5a35009c9,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes slats.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_slats,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_11cdaf2939502622815a10e5a35009c9.png
468,04379243_11cf749cd0a65ca13339d8259ddfa7bb,table,"A table with single main body, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_11cf749cd0a65ca13339d8259ddfa7bb.png
469,04379243_11cf833ad0f8ddc1a6f925961cc8367b,table,"A table with single main body, boxy volume, flat horizontal surface, four or more legs, and central support.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_pedestal_or_central_support,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_11cf833ad0f8ddc1a6f925961cc8367b.png
470,04379243_11e12804b2712d08bee8ec52a122c491,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_11e12804b2712d08bee8ec52a122c491.png
471,04379243_11f1101ba2e29206cc963bba1556032a,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_11f1101ba2e29206cc963bba1556032a.png
472,04379243_11f2882ca78cd85c9c75eb4326997fae,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_11f2882ca78cd85c9c75eb4326997fae.png
473,04379243_11fc4731e38789e0210283402c81dbf4,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_11fc4731e38789e0210283402c81dbf4.png
474,04379243_11fcb3abf0a487b9c3bd24f986301745,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_11fcb3abf0a487b9c3bd24f986301745.png
475,04379243_11ff78cc42de92ca597976c675750537,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_11ff78cc42de92ca597976c675750537.png
476,04379243_120ac04ddb930aa9b2029d92310f4aeb,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_120ac04ddb930aa9b2029d92310f4aeb.png
477,04379243_120f8e2ef276fc6b9a45b69dede1154b,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_120f8e2ef276fc6b9a45b69dede1154b.png
478,04379243_12193ca7bef40d40a84aed1cd93567b2,table,"A table with single main body, boxy volume, flat horizontal surface, four or more legs, and central support.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_pedestal_or_central_support,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_12193ca7bef40d40a84aed1cd93567b2.png
479,04379243_121a3040c28295829e4b5aa807bb4e7,table,"A table with single main body, boxy volume, and flat horizontal surface.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_121a3040c28295829e4b5aa807bb4e7.png
480,04379243_121ae3ce921a1e43ef40aa033482abea,table,"A table with single main body, boxy volume, flat horizontal surface, armrests, and four or more legs. Reconstruction-relevant geometry includes thin supports and cross braces or bars.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_armrests; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_121ae3ce921a1e43ef40aa033482abea.png
481,04379243_1241ec2dc5e59b0ec3bd24f986301745,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_1241ec2dc5e59b0ec3bd24f986301745.png
482,04379243_124583cd4b54d9c01b17743c18fb63dc,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_124583cd4b54d9c01b17743c18fb63dc.png
483,04379243_1248597ca22fa1e71332a40d0134407,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes thin supports.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_1248597ca22fa1e71332a40d0134407.png
484,04379243_124c4b3afa6a3e56eaf288f952624966,table,"A table with single main body, flat horizontal surface, four or more legs, and central support.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs; has_pedestal_or_central_support,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_124c4b3afa6a3e56eaf288f952624966.png
485,04379243_124cc3b92266c2767156f312cf4e035e,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_124cc3b92266c2767156f312cf4e035e.png
486,04379243_12567fb8261120cf63a97d76062d3220,table,"A table with single main body, boxy volume, curved shell, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_curved_shell; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_12567fb8261120cf63a97d76062d3220.png
487,04379243_125ef28adc874f72934a4834f9d7586,table,"A table with single main body, boxy volume, curved shell, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_curved_shell; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_125ef28adc874f72934a4834f9d7586.png
488,04379243_126347c2c4404eba96a3517f50eeb9f4,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes thin supports.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_126347c2c4404eba96a3517f50eeb9f4.png
489,04379243_1264d88ae599df3fbeedb4c8fd29e2d1,table,"A table with single main body, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes thin supports and cross braces or bars.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_1264d88ae599df3fbeedb4c8fd29e2d1.png
490,04379243_126b0452fa8b16bbf7ba6397f9858441,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_126b0452fa8b16bbf7ba6397f9858441.png
491,04379243_1270e7980d2d69d293a790c6eb6d2ee5,table,"A table with single main body, boxy volume, flat horizontal surface, armrests, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_1270e7980d2d69d293a790c6eb6d2ee5.png
492,04379243_127d935d17cb36c8b0a3f25f5d8cb0f8,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_127d935d17cb36c8b0a3f25f5d8cb0f8.png
493,04379243_127e202f77eee5725d02cdadf545c773,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes slats and perforations or holes.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_slats; has_perforations_or_holes,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_127e202f77eee5725d02cdadf545c773.png
494,04379243_128011ffc7787d50f0920fefbe028677,table,"A table with single main body, boxy volume, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_128011ffc7787d50f0920fefbe028677.png
495,04379243_12936ff9bc1103944b3c42e318f3affc,table,"A table with single main body, boxy volume, flat horizontal surface, armrests, and four or more legs. Reconstruction-relevant geometry includes slats.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_armrests; has_four_or_more_legs; has_slats,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_12936ff9bc1103944b3c42e318f3affc.png
496,04379243_1299579419252fa954b02959579aa6bb,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes thin supports.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_1299579419252fa954b02959579aa6bb.png
497,04379243_12a2733fc5f6b31ef8574543281e850f,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_12a2733fc5f6b31ef8574543281e850f.png
498,04379243_12a5cc49c75b93af5b4aea6c98f52b6e,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes thin supports.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_12a5cc49c75b93af5b4aea6c98f52b6e.png
499,04379243_12a73c63681d65587a0f32fa630f6a0e,table,"A table with single main body, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_12a73c63681d65587a0f32fa630f6a0e.png
500,04379243_12b1fb7c765dfe8eb76e29c9c43bc7aa,table,"A table with single main body, boxy volume, and four or more legs.",has_single_main_body; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_12b1fb7c765dfe8eb76e29c9c43bc7aa.png
501,04379243_12b7462856335e3d2404817055fb55cc,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_12b7462856335e3d2404817055fb55cc.png
502,04379243_12c8ea55000707be8ea4cedb988ff461,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_12c8ea55000707be8ea4cedb988ff461.png
503,04379243_12cecbf8685f52aaad762904f2c09cd0,table,"A table with single main body, boxy volume, flat horizontal surface, armrests, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_12cecbf8685f52aaad762904f2c09cd0.png
504,04379243_12df0535bb43633abdd9b7a602ec35ec,table,"A table with single main body, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_12df0535bb43633abdd9b7a602ec35ec.png
505,04379243_12df5c215f4364b7fe388cf6c4c3705d,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_12df5c215f4364b7fe388cf6c4c3705d.png
506,04379243_12dfe5b5c7acf776beedb4c8fd29e2d1,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_12dfe5b5c7acf776beedb4c8fd29e2d1.png
507,04379243_12e1f83d5fb0af107d0cdce142e729b2,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_12e1f83d5fb0af107d0cdce142e729b2.png
508,04379243_12e2dcbdc199f0ef8fbd401ebc04b5b4,table,"A table with single main body, flat horizontal surface, vertical panel, boxy volume, open gaps, and concavity.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_open_gaps; has_concavity,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_12e2dcbdc199f0ef8fbd401ebc04b5b4.png
509,04379243_12ecbeacae03825ef211221ba01b03bb,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_12ecbeacae03825ef211221ba01b03bb.png
510,04379243_12ecd8ff5fee05c68cbb8bac2032149c,table,"A table with single main body, flat horizontal surface, four or more legs, and central support.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs; has_pedestal_or_central_support,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_12ecd8ff5fee05c68cbb8bac2032149c.png
511,04379243_12fa3eea2b02ab9e931178a47d29b194,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_12fa3eea2b02ab9e931178a47d29b194.png
512,04379243_1307c27c3f1d1f7a895e947287fb0c95,table,"A table with single main body, boxy volume, curved shell, and four or more legs.",has_single_main_body; has_curved_shell; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_1307c27c3f1d1f7a895e947287fb0c95.png
513,04379243_130d574de3f9d7e4c3bd24f986301745,table,"A table with single main body, boxy volume, and four or more legs.",has_single_main_body; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_130d574de3f9d7e4c3bd24f986301745.png
514,04379243_1311cade594e030fe497c7dfb96f4c60,table,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_1311cade594e030fe497c7dfb96f4c60.png
515,04379243_1315d61d095210c05510d59f3ab1ed64,table,"A table with single main body, boxy volume, flat horizontal surface, armrests, and four or more legs. Reconstruction-relevant geometry includes slats.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_armrests; has_four_or_more_legs; has_slats,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_1315d61d095210c05510d59f3ab1ed64.png
516,04379243_131bca5d855f49d428e3317d62e4ff40,table,"A table with single main body, flat horizontal surface, four or more legs, and central support.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs; has_pedestal_or_central_support,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_131bca5d855f49d428e3317d62e4ff40.png
517,04379243_1328dc6429d179d056f6ef8b6ca8f4cc,table,"A table with single main body, boxy volume, and flat horizontal surface.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04379243_1328dc6429d179d056f6ef8b6ca8f4cc.png
