object_id,changed,previous_caption,corrected_caption,previous_attributes,corrected_attributes,reviewer_note
04379243_126347c2c4404eba96a3517f50eeb9f4,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes thin supports.","A table with single main body, flat horizontal surface, boxy volume, four or more legs, thin supports, cross braces or bars, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_open_gaps,The lower stretcher and side bars are visible and form open gaps in the support frame.
04379243_1264d88ae599df3fbeedb4c8fd29e2d1,False,"A table with single main body, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes thin supports and cross braces or bars.","A table with single main body, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes thin supports and cross braces or bars.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars,has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars,The X-shaped support bars and thin supports match the original caption.
04379243_126b0452fa8b16bbf7ba6397f9858441,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, boxy volume, thin supports, cross braces or bars, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_thin_supports; has_cross_braces_or_bars; has_open_gaps,"The base uses crossed folding supports, not four independent legs."
04379243_1270e7980d2d69d293a790c6eb6d2ee5,True,"A table with single main body, boxy volume, flat horizontal surface, armrests, and four or more legs.","A table with single main body, flat horizontal surface, boxy volume, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,No chair-like armrests are visible; the object is a simple four-legged table.
04379243_127d935d17cb36c8b0a3f25f5d8cb0f8,False,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,"The flat top, boxy apron, and four visible supports match the original."
04379243_127e202f77eee5725d02cdadf545c773,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes slats and perforations or holes.","A table with single main body, flat horizontal surface, vertical panel, boxy volume, four or more legs, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_slats; has_perforations_or_holes,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_four_or_more_legs; has_open_gaps,"The front is a shelf-like grid with open compartments; these are gaps, not perforations through a solid panel or repeated slats."
04379243_128011ffc7787d50f0920fefbe028677,True,"A table with single main body, boxy volume, and four or more legs.","A table with single main body, flat horizontal surface, vertical panel, boxy volume, pedestal or central support, thin supports, and open gaps.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_pedestal_or_central_support; has_thin_supports; has_open_gaps,"The top is flat and the support is a central framed pedestal with a large opening, not four independent legs."
04379243_12936ff9bc1103944b3c42e318f3affc,True,"A table with single main body, boxy volume, flat horizontal surface, armrests, and four or more legs. Reconstruction-relevant geometry includes slats.","A table with single main body, flat horizontal surface, boxy volume, four or more legs, thin supports, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_armrests; has_four_or_more_legs; has_slats,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports; has_cylindrical_parts,The visible supports are turned/cylindrical table legs; there are no armrests or clear repeated slats.
04379243_1299579419252fa954b02959579aa6bb,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes thin supports.","A table with single main body, flat horizontal surface, boxy volume, thin supports, cross braces or bars, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_thin_supports; has_cross_braces_or_bars; has_open_gaps,The base is formed by crossed folding supports rather than independent table legs.
04379243_12a2733fc5f6b31ef8574543281e850f,False,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,"The object is a flat-topped, four-legged table with a boxy apron."
04379243_12a5cc49c75b93af5b4aea6c98f52b6e,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes thin supports.","A table with single main body, flat horizontal surface, boxy volume, four or more legs, thin supports, cross braces or bars, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_open_gaps,"Diagonal and horizontal frame bars are visible below the top, creating open gaps."
04379243_12a73c63681d65587a0f32fa630f6a0e,True,"A table with single main body, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, pedestal or central support, star base or wheels, and thin supports.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_pedestal_or_central_support; has_star_base_or_wheels; has_thin_supports,"The round top is carried by a central post with radiating base supports, not four independent legs."
04379243_12b1fb7c765dfe8eb76e29c9c43bc7aa,True,"A table with single main body, boxy volume, and four or more legs.","A table with single main body, flat horizontal surface, vertical panel, boxy volume, four or more legs, and open gaps.",has_single_main_body; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_four_or_more_legs; has_open_gaps,"The object includes flat upper/lower shelves, vertical side panels, and an open shelf gap."
04379243_12b7462856335e3d2404817055fb55cc,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, boxy volume, four or more legs, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_open_gaps,A lower shelf and side supports create a clear open gap under the tabletop.
04379243_12c8ea55000707be8ea4cedb988ff461,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, vertical panel, boxy volume, pedestal or central support, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_pedestal_or_central_support; has_open_gaps,"The top is supported by a central pedestal with vertical panels and a small open gap, not four independent legs."
04379243_12cecbf8685f52aaad762904f2c09cd0,True,"A table with single main body, boxy volume, flat horizontal surface, armrests, and four or more legs.","A table with single main body, flat horizontal surface, boxy volume, four or more legs, thin supports, cross braces or bars, open gaps, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_open_gaps; has_cylindrical_parts,The ornate frame has thin cylindrical legs and bars; no armrests are present.
04379243_12df0535bb43633abdd9b7a602ec35ec,True,"A table with single main body, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, vertical panel, pedestal or central support, thin supports, cross braces or bars, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_pedestal_or_central_support; has_thin_supports; has_cross_braces_or_bars; has_open_gaps,"The support is a central framed structure with a cross brace, not four separate legs."
04379243_12df5c215f4364b7fe388cf6c4c3705d,False,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,The flat top and four visible table legs match the original caption.
04379243_12dfe5b5c7acf776beedb4c8fd29e2d1,False,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,The rectangular tabletop and four supports are consistent with the caption.
04379243_12e1f83d5fb0af107d0cdce142e729b2,False,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,The squat tabletop and four short supports match the original attributes.
04379243_12e2dcbdc199f0ef8fbd401ebc04b5b4,False,"A table with single main body, flat horizontal surface, vertical panel, boxy volume, open gaps, and concavity.","A table with single main body, flat horizontal surface, vertical panel, boxy volume, open gaps, and concavity.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_open_gaps; has_concavity,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_open_gaps; has_concavity,"The manually overridden caption matches the box-like object with visible panels, internal void, and concavity."
04379243_12ecbeacae03825ef211221ba01b03bb,False,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,The boxy tabletop and four leg supports are visible.
04379243_12ecd8ff5fee05c68cbb8bac2032149c,True,"A table with single main body, flat horizontal surface, four or more legs, and central support.","A table with single main body, flat horizontal surface, curved shell, pedestal or central support, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs; has_pedestal_or_central_support,has_single_main_body; has_flat_horizontal_surface; has_curved_shell; has_pedestal_or_central_support; has_cylindrical_parts,The round top is supported by a turned central pedestal rather than four legs.
04379243_12fa3eea2b02ab9e931178a47d29b194,False,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,The flat tabletop and four support legs match the original; surface marks are not clear through-holes.
04379243_1307c27c3f1d1f7a895e947287fb0c95,True,"A table with single main body, boxy volume, curved shell, and four or more legs.","A table with single main body, flat horizontal surface, curved shell, boxy volume, and star base or wheels.",has_single_main_body; has_curved_shell; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_curved_shell; has_boxy_volume; has_star_base_or_wheels,"The object has a rounded box-like body on small caster-like supports, not four independent legs."
04379243_130d574de3f9d7e4c3bd24f986301745,True,"A table with single main body, boxy volume, and four or more legs.","A table with single main body, flat horizontal surface, boxy volume, four or more legs, and open gaps.",has_single_main_body; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_open_gaps,The object has a flat top and open frame-like sides that are not captured in the original.
04379243_1311cade594e030fe497c7dfb96f4c60,False,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,The rectangular top and four visible supports match the original caption.
04379243_1315d61d095210c05510d59f3ab1ed64,True,"A table with single main body, boxy volume, flat horizontal surface, armrests, and four or more legs. Reconstruction-relevant geometry includes slats.","A table with single main body, flat horizontal surface, curved shell, boxy volume, four or more legs, cross braces or bars, open gaps, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_armrests; has_four_or_more_legs; has_slats,has_single_main_body; has_flat_horizontal_surface; has_curved_shell; has_boxy_volume; has_four_or_more_legs; has_cross_braces_or_bars; has_open_gaps; has_cylindrical_parts,The side rails and rounded supports are table frame geometry; there are no armrests and no clear repeated slats.
04379243_131bca5d855f49d428e3317d62e4ff40,True,"A table with single main body, flat horizontal surface, four or more legs, and central support.","A table with single main body, flat horizontal surface, pedestal or central support, star base or wheels, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs; has_pedestal_or_central_support,has_single_main_body; has_flat_horizontal_surface; has_pedestal_or_central_support; has_star_base_or_wheels; has_cylindrical_parts,The round top sits on a central post with a star-like base; that base should not be counted as four independent legs.
04379243_1328dc6429d179d056f6ef8b6ca8f4cc,True,"A table with single main body, boxy volume, and flat horizontal surface.","A table with single main body, flat horizontal surface, vertical panel, boxy volume, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_open_gaps,The object has clear vertical side panels and an open space beneath the top.
04379243_132bfde1fabe9ab771a782a4379556c7,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, pedestal or central support, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_pedestal_or_central_support; has_cylindrical_parts,"The base is a single pedestal, not four independent legs, and the form is round rather than boxy."
04379243_132f7a4ddfe7f230fd6ec91a99a73de9,False,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,The flat rectangular top and four separate legs match the caption.
04379243_132ffa7d607ffc53d810b14a81e12eca,True,"A table with single main body, boxy volume, and four or more legs.","A table with single main body, flat horizontal surface, vertical panel, and boxy volume.",has_single_main_body; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume,"The support is mostly a closed box/panel body, not four clear independent legs."
04379243_133686fa1a2136092c280c3b5abf8255,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, boxy volume, four or more legs, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_open_gaps,"The frame has large open spaces between the top, shelf, and legs."
04379243_133d7c9a1f79b01ad0176f9a144100cd,False,"A table with single main body, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs,The round tabletop and multiple visible legs match the caption.
04379243_133f18648797d149e27790b0ec8671f7,True,"A table with single main body, flat horizontal surface, four or more legs, and central support.","A table with single main body, flat horizontal surface, pedestal or central support, thin supports, cross braces or bars, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs; has_pedestal_or_central_support,has_single_main_body; has_flat_horizontal_surface; has_pedestal_or_central_support; has_thin_supports; has_cross_braces_or_bars; has_open_gaps,"The support is a central wire pedestal, not four independent legs."
04379243_1345a6b69c9e7330427e34fb2aadd7a4,False,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,The rectangular top and four legs are visible.
04379243_135f9b1fb72e16d0dcf4cc877ea9b3ab,True,"A table with single main body, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, pedestal or central support, thin supports, and cross braces or bars.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_pedestal_or_central_support; has_thin_supports; has_cross_braces_or_bars,The base is a central/frame support with crossed braces rather than four independent legs.
04379243_136f3b0a4893cadf4f1b88c70d074e4a,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, boxy volume, four or more legs, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_open_gaps,The side frame creates clear open gaps that are missing from the original attributes.
04379243_1370db5c4f0b84026aa35752fcfa44c0,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes slats.","A table with single main body, flat horizontal surface, vertical panel, boxy volume, four or more legs, slats, perforations or holes, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_four_or_more_legs; has_slats,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_four_or_more_legs; has_slats; has_perforations_or_holes; has_open_gaps,"The top has a clear through-hole, and the framed sides create open gaps in addition to the visible slats."
04379243_1377448893b499a5a8e4e5c9426fb9cb,False,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,The rectangular top and four legs match the original description.
04379243_13782b95eeefcedacf004563556ddb36,False,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes thin supports and cross braces or bars.","A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes thin supports and cross braces or bars.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars,The X-style legs and brace bar match the caption.
04379243_138a1ff3aa457b30497839e108373e6e,True,"A table with single main body, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, curved shell, four or more legs, thin supports, and cross braces or bars.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_curved_shell; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars,The curved wire-like supports and lower braces are visible and should be captured.
04379243_138c29cb642dcd6352620f29156438e2,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, boxy volume, four or more legs, star base or wheels, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_star_base_or_wheels; has_open_gaps,Small wheels and open frame gaps are visible.
04379243_139c9b504cd85237c5984c8ccbe1a38f,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, vertical panel, and boxy volume.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume,"The supports are broad panels, not four independent legs."
04379243_139e0706288b7ccf1657aaca7aaa9a5c,False,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,The low boxy table and small legs are reasonably described.
04379243_13b744116e4f23c340914702d8ab1d37,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes thin supports.","A table with single main body, flat horizontal surface, boxy volume, four or more legs, thin supports, and cross braces or bars.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars,Cross braces/bars are clearly visible under the tabletop.
04379243_13c51c08c3695a09eda47978b73f5994,True,"A table with single main body, boxy volume, flat horizontal surface, armrests, and four or more legs. Reconstruction-relevant geometry includes thin supports and slats.","A table with single main body, flat horizontal surface, boxy volume, four or more legs, thin supports, cross braces or bars, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_armrests; has_four_or_more_legs; has_thin_supports; has_slats,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_open_gaps,"There are no armrests, and the visible side elements are support bars rather than clear repeated slats."
04379243_13c680c1fd4d1ab4bdaed8eb424ecfdb,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, vertical panel, boxy volume, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_open_gaps,"The object is supported by panel-like sides and a cabinet body, not four independent legs."
04379243_13c8f06bf87c074f9b75b6346baf0c12,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, curved shell, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_curved_shell; has_cylindrical_parts,"The supports are rounded sculptural forms, not a boxy four-leg structure."
04379243_13cdbfd56085fc3af51f77a6d7299806,True,"A table with single main body, flat horizontal surface, armrests, and four or more legs. Reconstruction-relevant geometry includes cross braces or bars and slats.","A table with single main body, flat horizontal surface, four or more legs, and thin supports.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_armrests; has_four_or_more_legs; has_cross_braces_or_bars; has_slats,has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs; has_thin_supports,There are no armrests; the top markings do not form separate slat components or cross braces.
04379243_13e19274b358ec867aa3000697a75d55,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, four or more legs, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs; has_cylindrical_parts,The legs are rounded/segmented cylindrical parts and the object is not strongly boxy.
04379243_13ec1052a32ca23bfd60059ad8523f1a,False,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes thin supports and cross braces or bars.","A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes thin supports and cross braces or bars.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars,The thin frame and diagonal cross braces match the caption.
04379243_13f2a907f3ac7dfc9b8e42d3eb7abddb,False,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, boxy volume, flat horizontal surface, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,"The table has a flat top, boxy form, and multiple legs."
04379243_13f7210d5d472518febad4f49b26ec52,True,"A table with single main body, flat horizontal surface, armrests, and four or more legs. Reconstruction-relevant geometry includes cross braces or bars and slats.","A table with single main body, flat horizontal surface, boxy volume, four or more legs, and slats.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_armrests; has_four_or_more_legs; has_cross_braces_or_bars; has_slats,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_slats,"The repeated tabletop boards are slats, but there are no armrests and no clear vertical panel."
04379243_1408914f71c66166febad4f49b26ec52,True,"A table with single main body, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, pedestal or central support, and cross braces or bars.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_pedestal_or_central_support; has_cross_braces_or_bars,The support is an X-frame/central base rather than four separate legs.
04379243_140f12d10c2b7fd5c77467482d6e756,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, vertical panel, boxy volume, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_open_gaps,"The supports are broad panels with cut-out gaps, not four independent legs."
04379243_14130d541c4a419df51f77a6d7299806,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs.","A table with single main body, flat horizontal surface, four or more legs, thin supports, and cross braces or bars.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars,The frame is made of thin curved supports and braces rather than a boxy volume.
04379243_14146d1e359f998b19b278d00a891f19,True,"A table with single main body, boxy volume, flat horizontal surface, and four or more legs. Reconstruction-relevant geometry includes slats.","A table with single main body, flat horizontal surface, vertical panel, boxy volume, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_slats,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_open_gaps,The side structures are panel/frame supports rather than clear slats or independent legs.
04379243_1417875756d55264ab94214c753c8efe,True,"A table with single main body, boxy volume, flat horizontal surface, four or more legs, and central support.","A table with single main body, flat horizontal surface, boxy volume, and pedestal or central support.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_pedestal_or_central_support,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_pedestal_or_central_support,"The base is a single pedestal, so four independent legs should be removed."
04379243_142060f848466cad97ef9a13efb5e3f7,True,"A table with single main body, flat horizontal surface, four or more legs, and central support.","A table with single main body, flat horizontal surface, pedestal or central support, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_four_or_more_legs; has_pedestal_or_central_support,has_single_main_body; has_flat_horizontal_surface; has_pedestal_or_central_support; has_cylindrical_parts,"The object has one central pedestal and round base, not four legs."
04379243_143e612ff081f2fc3dd0bb3e608c7548,True,"A table with single main body, boxy volume, flat horizontal surface, four or more legs, central support, and star base or wheels. Reconstruction-relevant geometry includes thin supports.","A table with single main body, flat horizontal surface, boxy volume, four or more legs, star base or wheels, thin supports, cross braces or bars, and open gaps.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_pedestal_or_central_support; has_star_base_or_wheels; has_thin_supports,has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_four_or_more_legs; has_star_base_or_wheels; has_thin_supports; has_cross_braces_or_bars; has_open_gaps,This is a wheeled frame/cart structure; no central pedestal is visible.
